,population,female,male,total_deaths,total_cases,clusters,cluster
1690,718,338,380,7.0,125.0,0,pink
1691,2410,1203,1207,7.0,488.0,0,pink
1692,61343,30513,30830,178.0,19864.0,0,pink
1693,9178,4614,4564,27.0,2837.0,0,pink
1694,3438,1657,1781,8.0,469.0,0,pink
1695,943,448,495,0.0,146.0,0,pink
1696,2843,1429,1414,11.0,781.0,0,pink
1697,10245,5103,5142,26.0,2609.0,0,pink
1698,691,367,324,5.0,134.0,0,pink
1699,6405,3178,3227,32.0,1375.0,0,pink
1700,7188,3702,3486,15.0,1460.0,0,pink
1701,5197,2100,3097,17.0,1010.0,0,pink
1702,6552,3312,3240,14.0,1465.0,0,pink
1703,8099,3958,4141,30.0,1825.0,0,pink
1704,792,376,416,0.0,147.0,0,pink
1705,3667,1812,1855,26.0,871.0,0,pink
1706,8460,4310,4150,21.0,1999.0,0,pink
1707,310094,154395,155699,494.0,94217.0,0,pink
1708,35433,17936,17497,142.0,10815.0,0,pink
1709,886,424,462,0.0,197.0,0,pink
1710,585,294,291,0.0,117.0,0,pink
1711,35164,17674,17490,84.0,11623.0,0,pink
1712,454,213,241,1.0,102.0,0,pink
1713,7803,3884,3919,26.0,2086.0,0,pink
1714,4841,2396,2445,45.0,1494.0,0,pink
1715,3554,1785,1769,18.0,954.0,0,pink
1716,7004,3539,3465,33.0,1823.0,0,pink
1717,4275,2135,2140,19.0,1127.0,0,pink
1718,15896,8154,7742,29.0,3921.0,0,pink
1719,2676,1399,1277,9.0,540.0,0,pink
1720,2907,1408,1499,14.0,606.0,0,pink
1721,9120,4542,4578,26.0,2810.0,0,pink
1722,7157,3591,3566,29.0,1622.0,0,pink
1723,33063,16203,16860,88.0,10474.0,0,pink
1724,5255,2715,2540,26.0,1612.0,0,pink
1725,10806,5405,5401,26.0,2771.0,0,pink
1726,8009,4035,3974,34.0,2344.0,0,pink
1727,1350,676,674,3.0,202.0,0,pink
1728,14288,7031,7257,19.0,4462.0,0,pink
1729,178351,89175,89176,336.0,58797.0,0,pink
1730,21024,10396,10628,56.0,5628.0,0,pink
1731,36255,18680,17575,208.0,11307.0,0,pink
1732,17127,8401,8726,52.0,3865.0,0,pink
1733,5234,2668,2566,53.0,1178.0,0,pink
1734,3042,1515,1527,9.0,728.0,0,pink
1735,1266,623,643,1.0,120.0,0,pink
1736,5992,2990,3002,13.0,931.0,0,pink
1737,5098,2553,2545,13.0,1315.0,0,pink
1738,645,324,321,1.0,126.0,0,pink
1739,7140,3595,3545,38.0,2199.0,0,pink
1740,4224,2151,2073,14.0,922.0,0,pink
1741,20219,10308,9911,54.0,5503.0,0,pink
1742,9367,4651,4716,19.0,2211.0,0,pink
1743,3571,1802,1769,15.0,886.0,0,pink
1744,822,387,435,2.0,156.0,0,pink
1745,13799,7106,6693,34.0,4904.0,0,pink
1746,54467,26555,27912,243.0,17384.0,0,pink
1747,24010,11872,12138,125.0,7670.0,0,pink
1748,2141574,1071795,1069779,9312.0,669469.0,2,dark purple
1749,47828,23726,24102,100.0,10186.0,0,pink
1750,52252,25053,27199,155.0,14381.0,0,pink
1751,981,575,406,6.0,132.0,0,pink
1752,1830,909,921,3.0,398.0,0,pink
1753,16904,8125,8779,68.0,5441.0,0,pink
1754,5746,2399,3347,23.0,1441.0,0,pink
1755,5174,2501,2673,11.0,1286.0,0,pink
1756,53155,26398,26757,186.0,13803.0,0,pink
1757,4448,2243,2205,23.0,1506.0,0,pink
1758,43705,21462,22243,309.0,9434.0,0,pink
1759,6611,2325,4286,34.0,2371.0,0,pink
1760,3941,1978,1963,15.0,473.0,0,pink
1761,450486,223735,226751,1317.0,129511.0,1,purple
1762,9737,4033,5704,29.0,2179.0,0,pink
1763,60640,30904,29736,219.0,17388.0,0,pink
1764,47840,23995,23845,75.0,12259.0,0,pink
1765,76263,39042,37221,134.0,18988.0,0,pink
1766,32038,15164,16874,135.0,8316.0,0,pink
1767,89811,45650,44161,104.0,23221.0,0,pink
1768,411087,206794,204293,1060.0,121180.0,1,purple
1769,149452,75914,73538,308.0,40108.0,0,pink
1770,305129,153928,151201,654.0,84173.0,0,pink
1771,128237,65534,62703,252.0,36911.0,0,pink
1772,43125,21714,21411,84.0,11849.0,0,pink
1773,268539,138513,130026,1115.0,91478.0,0,pink
1774,929999,479215,450784,3801.0,325325.0,1,purple
1775,446367,226833,219534,1403.0,141605.0,1,purple
1776,507367,262299,245068,2017.0,168876.0,1,purple
1777,93705,47876,45829,347.0,30495.0,0,pink
1778,153400,74713,78687,689.0,52783.0,0,pink
1779,793555,411979,381576,3834.0,294005.0,1,purple
1780,290852,149623,141229,1078.0,91300.0,0,pink
1781,668631,336363,332268,2967.0,240456.0,1,purple
1782,125051,62604,62447,314.0,34583.0,0,pink
1783,368762,188393,180369,1383.0,111334.0,0,pink
1784,826698,419451,407247,3189.0,276365.0,1,purple
1785,623387,320233,303154,2426.0,223404.0,1,purple
1786,494383,251899,242484,1798.0,165686.0,1,purple
1787,591939,306568,285371,3465.0,215262.0,1,purple
1788,504041,258578,245463,2602.0,193267.0,1,purple
1789,63336,32354,30982,332.0,18519.0,0,pink
1790,330176,168880,161296,1188.0,98028.0,0,pink
1791,142298,71568,70730,598.0,45673.0,0,pink
1792,553066,283616,269450,2627.0,196832.0,1,purple
1793,106293,54357,51936,609.0,34604.0,0,pink
1794,677692,345421,332271,2248.0,196442.0,1,purple
1795,3539,1609,1930,23.0,540.0,0,pink
1796,65459,32859,32600,368.0,24707.0,0,pink
1797,26978,13330,13648,222.0,9336.0,0,pink
1798,12353,6044,6309,76.0,2816.0,0,pink
1799,50199,24090,26109,240.0,15331.0,0,pink
1800,2060,1008,1052,7.0,769.0,0,pink
1801,215338,109564,105774,964.0,76812.0,0,pink
1802,57437,28448,28989,332.0,19256.0,0,pink
1803,28061,14192,13869,118.0,9844.0,0,pink
1804,4382,1875,2507,20.0,1400.0,0,pink
1805,459,193,266,5.0,106.0,0,pink
1806,4371,2222,2149,17.0,1342.0,0,pink
1807,70126,33989,36137,438.0,22935.0,0,pink
1808,19482,10254,9228,77.0,6589.0,0,pink
1809,18356,9003,9353,25.0,4589.0,0,pink
1810,24264,12244,12020,158.0,8026.0,0,pink
1811,72849,37691,35158,665.0,33053.0,0,pink
1812,4563,2333,2230,22.0,986.0,0,pink
1813,65745,31859,33886,232.0,17113.0,0,pink
1814,8373,4492,3881,72.0,2564.0,0,pink
1815,39307,20057,19250,168.0,13352.0,0,pink
1816,19117,9594,9523,113.0,6218.0,0,pink
1817,127455,64332,63123,870.0,52288.0,0,pink
1818,28034,13926,14108,84.0,7653.0,0,pink
1819,140769,71814,68955,521.0,44846.0,0,pink
1820,148917,76573,72344,400.0,40132.0,0,pink
1821,11135,5619,5516,89.0,2510.0,0,pink
1822,17000,8201,8799,107.0,4743.0,0,pink
1823,32888,16812,16076,108.0,7285.0,0,pink
1824,15595,7237,8358,61.0,3362.0,0,pink
1825,4175,1873,2302,21.0,948.0,0,pink
1826,75956,37826,38130,330.0,23984.0,0,pink
1827,307426,158516,148910,610.0,79033.0,0,pink
1828,47025,23270,23755,166.0,10819.0,0,pink
1829,1437872,760909,676963,8664.0,551497.0,1,purple
1830,194402,98794,95608,598.0,58871.0,0,pink
1831,77686,39195,38491,251.0,19313.0,0,pink
1832,77868,37886,39982,181.0,20541.0,0,pink
1833,129656,65696,63960,345.0,29552.0,0,pink
1834,85740,43184,42556,264.0,26685.0,0,pink
1835,48348,24121,24227,141.0,11847.0,0,pink
1836,80794,39295,41499,132.0,22713.0,0,pink
1837,60919,30424,30495,172.0,13962.0,0,pink
1838,48123,24573,23550,135.0,13445.0,0,pink
1839,45502,22559,22943,94.0,10218.0,0,pink
1840,293894,147720,146174,738.0,85148.0,0,pink
1841,919866,474868,444998,2903.0,269977.0,1,purple
1842,37751,18129,19622,80.0,7741.0,0,pink
1843,50692,22876,27816,57.0,12124.0,0,pink
1844,53743,26896,26847,186.0,16644.0,0,pink
1845,58112,29090,29022,208.0,16636.0,0,pink
1846,47617,22714,24903,153.0,11071.0,0,pink
1847,4575,2228,2347,5.0,1100.0,0,pink
1848,62505,31587,30918,212.0,17543.0,0,pink
1849,114448,54517,59931,160.0,27310.0,0,pink
1850,2600747,1368835,1231912,14285.0,960777.0,2,dark purple
1851,26719,13268,13451,58.0,7375.0,0,pink
1852,63907,31857,32050,140.0,14429.0,0,pink
1853,71359,36107,35252,145.0,16903.0,0,pink
1854,744248,384874,359374,1849.0,192659.0,1,purple
1855,49426,25161,24265,237.0,15093.0,0,pink
1856,1356564,697159,659405,4352.0,549547.0,1,purple
1857,1632480,860336,772144,6245.0,594091.0,1,purple
1858,211704,108577,103127,634.0,59788.0,0,pink
1859,230782,115693,115089,874.0,69358.0,0,pink
1860,464242,240247,223995,1196.0,143106.0,1,purple
1861,109472,55768,53704,220.0,26263.0,0,pink
1862,378227,188743,189484,1265.0,146651.0,0,pink
1863,41175,20636,20539,130.0,10608.0,0,pink
1864,119104,59456,59648,237.0,34783.0,0,pink
1865,60244,31117,29127,110.0,13365.0,0,pink
1866,99070,49774,49296,146.0,31918.0,0,pink
1867,2298513,1183859,1114654,13480.0,902027.0,2,dark purple
1868,159431,80820,78611,313.0,41929.0,0,pink
1869,474101,244677,229424,2730.0,226763.0,1,purple
1870,323686,165019,158667,1004.0,118921.0,0,pink
1871,227377,114909,112468,414.0,61744.0,0,pink
1872,154883,79430,75453,375.0,43916.0,0,pink
1873,31364,15744,15620,44.0,6611.0,0,pink
1874,17992,9013,8979,32.0,4338.0,0,pink
1875,34612,16516,18096,95.0,7693.0,0,pink
1876,109558,53778,55780,221.0,26379.0,0,pink
1877,96927,48530,48397,277.0,25411.0,0,pink
1878,1487901,755632,732269,4952.0,568328.0,1,purple
1879,75211,36616,38595,161.0,24745.0,0,pink
1880,49045,24781,24264,93.0,14110.0,0,pink
1881,102962,52139,50823,101.0,26691.0,0,pink
1882,179303,90529,88774,419.0,43431.0,0,pink
1883,64480,32782,31698,162.0,18993.0,0,pink
1884,61828,29826,32002,137.0,15917.0,0,pink
1885,90856,45885,44971,203.0,21964.0,0,pink
1886,968815,499917,468898,2994.0,335744.0,1,purple
1887,40565,18831,21734,95.0,9954.0,0,pink
1888,25009,13010,11999,43.0,4455.0,0,pink
1889,160576,84317,76259,571.0,61634.0,0,pink
1890,37119,18177,18942,161.0,12904.0,0,pink
1891,10973,5587,5386,21.0,3786.0,0,pink
1892,25306,12021,13285,116.0,8455.0,0,pink
1893,26786,13618,13168,95.0,7818.0,0,pink
1894,17501,8013,9488,50.0,5595.0,0,pink
1895,47243,24534,22709,189.0,16091.0,0,pink
1896,19644,9749,9895,79.0,5481.0,0,pink
1897,33778,17724,16054,149.0,12109.0,0,pink
1898,126860,65579,61281,382.0,40994.0,0,pink
1899,254474,132177,122297,724.0,70784.0,0,pink
1900,89712,44914,44798,382.0,31957.0,0,pink
1901,201448,103354,98094,575.0,72043.0,0,pink
1902,81779,41425,40354,367.0,30365.0,0,pink
1903,10447,5184,5263,10.0,2324.0,0,pink
1904,68920,35081,33839,175.0,18516.0,0,pink
1905,22746,11353,11393,62.0,6638.0,0,pink
1906,156729,80026,76703,685.0,60477.0,0,pink
1907,69791,36314,33477,134.0,18117.0,0,pink
1908,27668,14085,13583,138.0,8813.0,0,pink
1909,14205,7552,6653,67.0,5319.0,0,pink
1910,10813,5688,5125,53.0,3513.0,0,pink
1911,97159,50303,46856,455.0,36703.0,0,pink
1912,56293,28312,27981,296.0,19222.0,0,pink
1913,103082,50836,52246,267.0,32215.0,0,pink
1914,332106,166954,165152,745.0,115683.0,0,pink
1915,25796,12974,12822,42.0,6305.0,0,pink
1916,35741,18127,17614,35.0,10017.0,0,pink
1917,164664,84156,80508,511.0,56019.0,0,pink
1918,41991,21617,20374,125.0,14833.0,0,pink
1919,59062,30282,28780,270.0,20925.0,0,pink
1920,306457,159922,146535,410.0,102870.0,0,pink
1921,53332,28476,24856,184.0,17555.0,0,pink
1922,371573,195236,176337,970.0,125166.0,0,pink
1923,64902,32621,32281,102.0,26425.0,0,pink
1924,216585,112214,104371,981.0,81690.0,0,pink
1925,11563,5936,5627,23.0,2467.0,0,pink
1926,8557,4347,4210,32.0,3011.0,0,pink
1927,58874,28828,30046,129.0,19691.0,0,pink
1928,21008,9415,11593,89.0,7221.0,0,pink
1929,523582,275563,248019,1457.0,160069.0,1,purple
1930,51737,26778,24959,207.0,18828.0,0,pink
1931,130361,65787,64574,379.0,42678.0,0,pink
1932,60433,31213,29220,268.0,17156.0,0,pink
1933,113625,58901,54724,380.0,33204.0,0,pink
1934,24153,12206,11947,104.0,6377.0,0,pink
1935,53239,26919,26320,142.0,19464.0,0,pink
1936,5393,2561,2832,15.0,1718.0,0,pink
1937,172525,87589,84936,556.0,61658.0,0,pink
1938,42256,21418,20838,111.0,12158.0,0,pink
1939,191172,97307,93865,516.0,75584.0,0,pink
1940,9695,4867,4828,55.0,3061.0,0,pink
1941,60125,30900,29225,180.0,20068.0,0,pink
1942,57227,29836,27391,252.0,20215.0,0,pink
1943,81441,41069,40372,206.0,30312.0,0,pink
1944,34410,17780,16630,146.0,9818.0,0,pink
1945,21405,10903,10502,94.0,6305.0,0,pink
1946,23054,12249,10805,100.0,7614.0,0,pink
1947,45109,22276,22833,200.0,17345.0,0,pink
1948,1054314,547593,506721,1897.0,367050.0,1,purple
1949,15040,7640,7400,47.0,4807.0,0,pink
1950,27338,13792,13546,149.0,9007.0,0,pink
1951,95629,49627,46002,391.0,31615.0,0,pink
1952,94003,48878,45125,376.0,32979.0,0,pink
1953,224231,116957,107274,466.0,64412.0,0,pink
1954,20186,10341,9845,98.0,5930.0,0,pink
1955,193912,86231,107681,435.0,65140.0,0,pink
1956,142938,74751,68187,162.0,39281.0,0,pink
1957,12742,6179,6563,38.0,3492.0,0,pink
1958,39479,20333,19146,138.0,10666.0,0,pink
1959,59020,29781,29239,161.0,18810.0,0,pink
1960,13459,6966,6493,28.0,3571.0,0,pink
1961,39305,20316,18989,119.0,12157.0,0,pink
1962,177372,93752,83620,292.0,66885.0,0,pink
1963,20458,10776,9682,72.0,5054.0,0,pink
1964,142958,72530,70428,514.0,44504.0,0,pink
1965,45189,23065,22124,213.0,16417.0,0,pink
1966,133442,69077,64365,602.0,52060.0,0,pink
1967,91270,47281,43989,334.0,27576.0,0,pink
1968,139605,70440,69165,638.0,51513.0,0,pink
1969,66532,34274,32258,441.0,21688.0,0,pink
1970,63561,32330,31231,214.0,23497.0,0,pink
1971,35262,17864,17398,149.0,12824.0,0,pink
1972,61114,30669,30445,298.0,24071.0,0,pink
1973,45905,23422,22483,210.0,15562.0,0,pink
1974,72099,37241,34858,425.0,28537.0,0,pink
1975,14254,7455,6799,55.0,5125.0,0,pink
1976,33513,17468,16045,93.0,8382.0,0,pink
1977,4119,1754,2365,9.0,1235.0,0,pink
1978,226694,115036,111658,534.0,79198.0,0,pink
1979,44482,23659,20823,139.0,15840.0,0,pink
1980,1046558,537692,508866,1323.0,390718.0,1,purple
1981,20033,10048,9985,55.0,5842.0,0,pink
1982,12156,6430,5726,56.0,3909.0,0,pink
1983,54117,26972,27145,80.0,15873.0,0,pink
1984,124002,63362,60640,462.0,41781.0,0,pink
1985,68460,34741,33719,314.0,23024.0,0,pink
1986,81336,42974,38362,363.0,27672.0,0,pink
1987,37665,18999,18666,147.0,15092.0,0,pink
1988,17667,9019,8648,77.0,6544.0,0,pink
1989,2351,1236,1115,10.0,689.0,0,pink
1990,10836,5406,5430,47.0,3590.0,0,pink
1991,6886,3357,3529,23.0,2286.0,0,pink
1992,946,390,556,1.0,169.0,0,pink
1993,6589,3132,3457,26.0,1873.0,0,pink
1994,3195,1605,1590,9.0,930.0,0,pink
1995,2213,1030,1183,3.0,491.0,0,pink
1996,93737,46585,47152,303.0,40966.0,0,pink
1997,174202,85856,88346,334.0,71025.0,0,pink
1998,3824,1865,1959,7.0,975.0,0,pink
1999,4970,2520,2450,39.0,1786.0,0,pink
2000,2369,1195,1174,4.0,596.0,0,pink
2001,4387,2089,2298,8.0,1195.0,0,pink
2002,2313,1228,1085,6.0,895.0,0,pink
2003,3352,1648,1704,18.0,838.0,0,pink
2004,3290,1674,1616,23.0,1161.0,0,pink
2005,1882,990,892,5.0,513.0,0,pink
2006,70400,33864,36536,125.0,26774.0,0,pink
2007,2380,1175,1205,11.0,553.0,0,pink
2008,2266,1124,1142,2.0,677.0,0,pink
2009,2576,1326,1250,9.0,955.0,0,pink
2010,2460,1159,1301,13.0,594.0,0,pink
2011,4100,1952,2148,20.0,1163.0,0,pink
2012,1927,927,1000,12.0,557.0,0,pink
2013,5927,2893,3034,31.0,1569.0,0,pink
2014,2654,1331,1323,9.0,893.0,0,pink
2015,12536,5714,6822,25.0,3640.0,0,pink
2016,9608,4650,4958,51.0,3170.0,0,pink
2017,8570,4164,4406,24.0,2987.0,0,pink
2018,30544,14791,15753,142.0,13165.0,0,pink
2019,10152,4663,5489,37.0,3854.0,0,pink
2020,2920,1435,1485,18.0,928.0,0,pink
2021,1837,902,935,5.0,375.0,0,pink
2022,7016,3367,3649,16.0,2380.0,0,pink
2023,4210,2095,2115,32.0,1244.0,0,pink
2024,11557,5671,5886,58.0,4337.0,0,pink
2025,5361,2684,2677,28.0,1915.0,0,pink
2026,2495,1237,1258,15.0,658.0,0,pink
2027,16288,7760,8528,25.0,4771.0,0,pink
2028,14603,7385,7218,44.0,7781.0,0,pink
2029,3883,1831,2052,9.0,1294.0,0,pink
2030,1405,682,723,7.0,345.0,0,pink
2031,4413,2204,2209,19.0,1638.0,0,pink
2032,704,351,353,0.0,71.0,0,pink
2033,30876,15012,15864,87.0,13767.0,0,pink
2034,1910,909,1001,2.0,434.0,0,pink
2035,21064,10189,10875,97.0,8220.0,0,pink
2036,2246,1049,1197,12.0,756.0,0,pink
2037,8019,3942,4077,26.0,2463.0,0,pink
2038,10802,5259,5543,34.0,4068.0,0,pink
2039,69034,33153,35881,255.0,23971.0,0,pink
2040,4055,2052,2003,12.0,1218.0,0,pink
2041,34061,15310,18751,68.0,12219.0,0,pink
2042,27878,13928,13950,164.0,8852.0,0,pink
2043,103642,51271,52371,509.0,33669.0,0,pink
2044,53477,27376,26101,236.0,14832.0,0,pink
2045,98136,48801,49335,471.0,25652.0,0,pink
2046,65936,33090,32846,157.0,19825.0,0,pink
2047,45784,23079,22705,202.0,14159.0,0,pink
2048,68472,33477,34995,342.0,19098.0,0,pink
2049,43679,22030,21649,197.0,14057.0,0,pink
2050,378294,192758,185536,1248.0,115952.0,0,pink
2051,27578,13826,13752,136.0,6305.0,0,pink
2052,38864,19498,19366,159.0,10726.0,0,pink
2053,135198,69793,65405,624.0,43275.0,0,pink
2054,203216,103092,100124,618.0,65077.0,0,pink
2055,41896,21127,20769,184.0,12731.0,0,pink
2056,104003,51585,52418,512.0,29530.0,0,pink
2057,36574,18466,18108,169.0,10050.0,0,pink
2058,42021,21409,20612,230.0,14141.0,0,pink
2059,1253783,656136,597647,4119.0,347214.0,1,purple
2060,51734,26177,25557,248.0,15012.0,0,pink
2061,38279,19260,19019,174.0,12347.0,0,pink
2062,197008,99504,97504,301.0,55765.0,0,pink
2063,75136,38273,36863,294.0,24855.0,0,pink
2064,152910,76656,76254,462.0,47184.0,0,pink
2065,28645,14685,13960,134.0,9371.0,0,pink
2066,1275333,652980,622353,2827.0,364313.0,1,purple
2067,42305,21365,20940,185.0,12479.0,0,pink
2068,30195,15393,14802,139.0,10368.0,0,pink
2069,93961,47536,46425,294.0,20398.0,0,pink
2070,165811,84219,81592,543.0,48140.0,0,pink
2071,39274,19752,19522,166.0,13585.0,0,pink
2072,812037,420309,391728,2234.0,236660.0,1,purple
2073,75690,38384,37306,296.0,21184.0,0,pink
2074,31542,15903,15639,167.0,8746.0,0,pink
2075,15307,7741,7566,82.0,4111.0,0,pink
2076,27316,13876,13440,114.0,7788.0,0,pink
2077,43007,21871,21136,189.0,13445.0,0,pink
2078,28495,14366,14129,132.0,8580.0,0,pink
2079,43859,21985,21874,191.0,5800.0,0,pink
2080,58457,29687,28770,231.0,17929.0,0,pink
2081,32524,16639,15885,150.0,11752.0,0,pink
2082,66886,34397,32489,346.0,18673.0,0,pink
2083,61215,31256,29959,250.0,16465.0,0,pink
2084,230052,117673,112379,819.0,61486.0,0,pink
2085,60622,30894,29728,290.0,24184.0,0,pink
2086,172293,87895,84398,521.0,52565.0,0,pink
2087,45307,22971,22336,180.0,12695.0,0,pink
2088,306713,155659,151054,1057.0,88869.0,0,pink
2089,432379,222799,209580,1517.0,125215.0,1,purple
2090,43988,19947,24041,145.0,11545.0,0,pink
2091,231064,118322,112742,1184.0,66842.0,0,pink
2092,65344,30644,34700,287.0,24382.0,0,pink
2093,177257,89562,87695,541.0,50471.0,0,pink
2094,23160,11686,11474,105.0,6344.0,0,pink
2095,40806,20228,20578,147.0,11285.0,0,pink
2096,104800,52953,51847,518.0,31742.0,0,pink
2097,14090,7078,7012,85.0,4204.0,0,pink
2098,532034,275880,256154,2213.0,161167.0,1,purple
2099,14702,7353,7349,62.0,4118.0,0,pink
2100,34976,17515,17461,113.0,9380.0,0,pink
2101,86076,44357,41719,323.0,31453.0,0,pink
2102,14443,5827,8616,61.0,3913.0,0,pink
2103,40709,20494,20215,153.0,10781.0,0,pink
2104,18872,9459,9413,78.0,5544.0,0,pink
2105,35985,17966,18019,134.0,10284.0,0,pink
2106,57420,27218,30202,241.0,21180.0,0,pink
2107,28214,14269,13945,138.0,9960.0,0,pink
2108,162644,82903,79741,487.0,43922.0,0,pink
2109,41207,20810,20397,208.0,11585.0,0,pink
2110,33969,17009,16960,165.0,9874.0,0,pink
2111,121324,59731,61593,547.0,39084.0,0,pink
2112,77051,36500,40551,323.0,24878.0,0,pink
2113,59299,29905,29394,263.0,17487.0,0,pink
2114,76377,38773,37604,280.0,27670.0,0,pink
2115,55475,27826,27649,250.0,15672.0,0,pink
2116,48797,24140,24657,202.0,13237.0,0,pink
2117,373475,192027,181448,1824.0,97355.0,0,pink
2118,541810,278952,262858,1853.0,142093.0,1,purple
2119,201794,103327,98467,1016.0,52290.0,0,pink
2120,92526,47115,45411,541.0,25233.0,0,pink
2121,55654,28807,26847,117.0,19813.0,0,pink
2122,28281,14390,13891,162.0,8143.0,0,pink
2123,13111,6527,6584,59.0,3693.0,0,pink
2124,226564,112534,114030,644.0,72226.0,0,pink
2125,60671,30718,29953,245.0,15414.0,0,pink
2126,116208,58518,57690,475.0,28376.0,0,pink
2127,36936,18670,18266,175.0,11879.0,0,pink
2128,129936,65941,63995,395.0,38439.0,0,pink
2129,22107,11184,10923,111.0,6635.0,0,pink
2130,22113,11144,10969,79.0,9805.0,0,pink
2131,5857,2380,3477,19.0,1887.0,0,pink
2132,13874,6568,7306,57.0,4706.0,0,pink
2133,5415,2659,2756,11.0,1174.0,0,pink
2134,22621,10399,12222,110.0,7260.0,0,pink
2135,9634,4596,5038,51.0,2945.0,0,pink
2136,45759,23531,22228,146.0,17252.0,0,pink
2137,29342,13981,15361,188.0,10113.0,0,pink
2138,136710,68788,67922,429.0,48064.0,0,pink
2139,48406,24912,23494,263.0,19263.0,0,pink
2140,48599,24736,23863,167.0,17479.0,0,pink
2141,14886,7716,7170,71.0,5099.0,0,pink
2142,2189,1094,1095,11.0,728.0,0,pink
2143,276733,138590,138143,897.0,99934.0,0,pink
2144,5618,2800,2818,25.0,2111.0,0,pink
2145,122561,58976,63585,426.0,39151.0,0,pink
2146,5929,2945,2984,37.0,1697.0,0,pink
2147,14493,7099,7394,63.0,5983.0,0,pink
2148,71160,35971,35189,361.0,22560.0,0,pink
2149,29209,14796,14413,179.0,9688.0,0,pink
2150,42112,21356,20756,222.0,13644.0,0,pink
2151,4918,2469,2449,35.0,1244.0,0,pink
2152,4072,2118,1954,12.0,1053.0,0,pink
2153,62190,31187,31003,316.0,17974.0,0,pink
2154,27823,14016,13807,159.0,8608.0,0,pink
2155,54733,27385,27348,270.0,17063.0,0,pink
2156,4418,2178,2240,18.0,1262.0,0,pink
2157,5943,2524,3419,43.0,1594.0,0,pink
2158,2721,1422,1299,14.0,892.0,0,pink
2159,3847,1960,1887,13.0,841.0,0,pink
2160,12704,6393,6311,44.0,3318.0,0,pink
2161,13460,6276,7184,68.0,3114.0,0,pink
2162,25384,12805,12579,114.0,8222.0,0,pink
2163,6223,3119,3104,31.0,1606.0,0,pink
2164,11041,5583,5458,59.0,3905.0,0,pink
2165,44880,22605,22275,238.0,15629.0,0,pink
2166,15618,7818,7800,75.0,4843.0,0,pink
2167,9001,4538,4463,59.0,2407.0,0,pink
2168,10495,5183,5312,42.0,2712.0,0,pink
2169,49909,24842,25067,120.0,15484.0,0,pink
2170,34854,17528,17326,151.0,9877.0,0,pink
2171,46044,23198,22846,178.0,13552.0,0,pink
2172,9933,4975,4958,46.0,3972.0,0,pink
2173,7718,3923,3795,46.0,2946.0,0,pink
2174,16376,8259,8117,48.0,5659.0,0,pink
2175,40980,20545,20435,176.0,13231.0,0,pink
2176,38634,19443,19191,145.0,14727.0,0,pink
2177,32966,16749,16217,177.0,9704.0,0,pink
2178,19819,10035,9784,132.0,5643.0,0,pink
2179,13875,6921,6954,85.0,5326.0,0,pink
2180,69084,35375,33709,381.0,24278.0,0,pink
2181,11411,5786,5625,49.0,3601.0,0,pink
2182,10383,5258,5125,47.0,3224.0,0,pink
2183,12115,5629,6486,65.0,4245.0,0,pink
2184,782051,399291,382760,2707.0,243521.0,1,purple
2185,38889,19729,19160,212.0,11645.0,0,pink
2186,47311,23636,23675,189.0,13814.0,0,pink
2187,31566,16046,15520,137.0,11605.0,0,pink
2188,16428,8212,8216,89.0,5058.0,0,pink
2189,81512,39621,41891,193.0,23071.0,0,pink
2190,44382,21799,22583,234.0,13776.0,0,pink
2191,38358,19590,18768,171.0,16508.0,0,pink
2192,72000,37590,34410,315.0,26654.0,0,pink
2193,11119,5680,5439,49.0,3273.0,0,pink
2194,3708,1894,1814,16.0,1121.0,0,pink
2195,90814,45568,45246,413.0,31411.0,0,pink
2196,25071,12793,12278,145.0,7685.0,0,pink
2197,41359,20977,20382,115.0,12901.0,0,pink
2198,43983,22655,21328,216.0,13459.0,0,pink
2199,21121,9808,11313,58.0,7022.0,0,pink
2200,7515,3655,3860,38.0,1824.0,0,pink
2201,642781,329122,313659,2376.0,211345.0,1,purple
2202,77850,39325,38525,302.0,26912.0,0,pink
2203,52001,26748,25253,289.0,15659.0,0,pink
2204,11432,5692,5740,61.0,3286.0,0,pink
2205,9127,4203,4924,46.0,2737.0,0,pink
2206,20967,9845,11122,88.0,6171.0,0,pink
2207,15984,7752,8232,63.0,3834.0,0,pink
2208,89780,44463,45317,94.0,22076.0,0,pink
2209,405788,206013,199775,813.0,84001.0,0,pink
2210,38562,19396,19166,65.0,6348.0,0,pink
2211,50851,25345,25506,123.0,10170.0,0,pink
2212,63308,32266,31042,198.0,14895.0,0,pink
2213,22337,11421,10916,98.0,7922.0,0,pink
2214,22507,11464,11043,71.0,4663.0,0,pink
2215,180640,91431,89209,391.0,61523.0,0,pink
2216,108323,54853,53470,475.0,25989.0,0,pink
2217,1907,995,912,6.0,326.0,0,pink
2218,7183,3552,3631,27.0,2243.0,0,pink
2219,7228,3571,3657,43.0,1974.0,0,pink
2220,23131,11603,11528,49.0,4633.0,0,pink
2221,214267,109809,104458,637.0,54357.0,0,pink
2222,23143,11133,12010,108.0,9063.0,0,pink
2223,85481,43497,41984,412.0,20884.0,0,pink
2224,66310,33168,33142,259.0,17870.0,0,pink
2225,7843,3651,4192,34.0,1669.0,0,pink
2226,368882,187032,181850,709.0,79384.0,0,pink
2227,47881,24831,23050,113.0,9310.0,0,pink
2228,122870,62247,60623,342.0,33207.0,0,pink
