,population,female,male,total_deaths,total_cases,clusters,cluster
0,55200,28326,26874,240.0,19819.0,0,pink
1,208107,106919,101188,735.0,70014.0,0,pink
2,25782,12085,13697,105.0,7460.0,0,pink
3,22527,10375,12152,117.0,8116.0,0,pink
4,57645,29211,28434,267.0,18738.0,0,pink
5,10352,4689,5663,58.0,3068.0,0,pink
6,20025,10657,9368,133.0,6564.0,0,pink
7,115098,59783,55315,682.0,41409.0,0,pink
8,33826,17569,16257,180.0,10906.0,0,pink
9,25853,13033,12820,96.0,6797.0,0,pink
10,43930,22258,21672,220.0,13012.0,0,pink
11,13075,6822,6253,41.0,2293.0,0,pink
12,24387,12848,11539,111.0,8627.0,0,pink
13,13378,6914,6464,94.0,5201.0,0,pink
14,14938,7657,7281,73.0,4435.0,0,pink
15,51288,25974,25314,261.0,17252.0,0,pink
16,54495,28420,26075,278.0,21399.0,0,pink
17,12514,6477,6037,79.0,3626.0,0,pink
18,10855,5354,5501,64.0,3803.0,0,pink
19,37351,19179,18172,263.0,11788.0,0,pink
20,13865,7051,6814,119.0,4807.0,0,pink
21,82313,41753,40560,401.0,31630.0,0,pink
22,49255,25021,24234,252.0,16544.0,0,pink
23,40029,21581,18448,263.0,11099.0,0,pink
24,71200,35896,35304,349.0,22577.0,0,pink
25,81212,41762,39450,373.0,30051.0,0,pink
26,37328,18261,19067,186.0,12447.0,0,pink
27,102939,53288,49651,703.0,34481.0,0,pink
28,16585,8415,8170,103.0,5935.0,0,pink
29,31542,15940,15602,159.0,12111.0,0,pink
30,26491,13520,12971,175.0,7971.0,0,pink
31,8426,4476,3950,55.0,2310.0,0,pink
32,14887,7868,7019,113.0,5757.0,0,pink
33,17124,8892,8232,81.0,5893.0,0,pink
34,104352,54323,50029,540.0,32744.0,0,pink
35,52094,26558,25536,258.0,18520.0,0,pink
36,659892,347544,312348,2568.0,239229.0,1,purple
37,13933,7133,6800,74.0,4746.0,0,pink
38,92585,48270,44315,428.0,30558.0,0,pink
39,33171,17168,16003,187.0,9439.0,0,pink
40,159287,80915,78372,384.0,47769.0,0,pink
41,93052,46625,46427,317.0,32253.0,0,pink
42,10236,5406,4830,82.0,3391.0,0,pink
43,19054,10264,8790,94.0,5325.0,0,pink
44,357560,182895,174665,1093.0,116643.0,0,pink
45,19538,10092,9446,122.0,6244.0,0,pink
46,29965,15067,14898,169.0,10184.0,0,pink
47,95145,48168,46977,425.0,33030.0,0,pink
48,414659,216731,197928,1791.0,135377.0,1,purple
49,21512,11282,10230,90.0,6802.0,0,pink
50,226941,119587,107354,1021.0,73833.0,0,pink
51,119122,60462,58660,558.0,46574.0,0,pink
52,9486,5050,4436,53.0,2747.0,0,pink
53,20298,10590,9708,124.0,6354.0,0,pink
54,33403,17376,16027,142.0,9343.0,0,pink
55,22574,11585,10989,80.0,6560.0,0,pink
56,58213,30089,28124,103.0,13110.0,0,pink
57,211261,108783,102478,496.0,78325.0,0,pink
58,87306,43551,43755,445.0,33397.0,0,pink
59,12985,6971,6014,57.0,3204.0,0,pink
60,80565,41409,39156,402.0,28673.0,0,pink
61,40636,21119,19517,262.0,14805.0,0,pink
62,206213,106674,99539,861.0,71049.0,0,pink
63,64493,32987,31506,487.0,24399.0,0,pink
64,16643,8223,8420,65.0,4459.0,0,pink
65,10809,5675,5134,50.0,3688.0,0,pink
66,23875,12035,11840,147.0,9581.0,0,pink
67,3425,1436,1989,5.0,1340.0,0,pink
68,5750,2318,3432,3.0,2006.0,0,pink
69,296112,144968,151144,613.0,124062.0,0,pink
70,18040,8659,9381,48.0,12939.0,0,pink
71,890,364,526,0.0,0.0,0,pink
72,1375,665,710,1.0,1254.0,0,pink
73,2232,1115,1117,2.0,1803.0,0,pink
74,4975,2402,2573,13.0,2270.0,0,pink
75,99653,45807,53846,172.0,33566.0,0,pink
76,2518,1183,1335,1.0,816.0,0,pink
77,2132,1037,1095,0.0,0.0,0,pink
78,32330,15813,16517,30.0,11946.0,0,pink
79,58220,27906,30314,132.0,22618.0,0,pink
80,13804,6744,7060,27.0,5142.0,0,pink
81,13649,6368,7281,13.0,5879.0,0,pink
82,8198,3810,4388,16.0,4923.0,0,pink
83,103464,49552,53912,278.0,40705.0,0,pink
84,9925,4685,5240,7.0,7600.0,0,pink
85,9797,3681,6116,17.0,5518.0,0,pink
86,7734,3578,4156,22.0,5755.0,0,pink
87,3255,1606,1649,9.0,930.0,0,pink
88,6474,2960,3514,10.0,1848.0,0,pink
89,8738,4267,4471,10.0,3513.0,0,pink
90,1061,506,555,1.0,693.0,0,pink
91,6876,3097,3779,21.0,2479.0,0,pink
92,9301,4403,4898,0.0,0.0,0,pink
93,2484,1182,1302,2.0,813.0,0,pink
94,689,320,369,5.0,986.0,0,pink
95,5415,2505,2910,13.0,1750.0,0,pink
96,71522,36282,35240,655.0,35935.0,0,pink
97,126279,62144,64135,665.0,39033.0,0,pink
98,140217,71299,68918,549.0,52742.0,0,pink
99,53400,27030,26370,450.0,21500.0,0,pink
100,37879,17549,20330,198.0,14176.0,0,pink
101,9504,4440,5064,48.0,2747.0,0,pink
102,20701,10024,10677,170.0,6021.0,0,pink
103,4253913,2149768,2104145,19017.0,1526639.0,2,dark purple
104,206064,102017,104047,1700.0,67115.0,0,pink
105,108705,54172,54533,981.0,48406.0,0,pink
106,1019722,517843,501879,4369.0,315478.0,1,purple
107,419721,200673,219048,1875.0,156521.0,1,purple
108,46584,24299,22285,255.0,19790.0,0,pink
109,224645,114850,109795,1427.0,60089.0,0,pink
110,207829,100856,106973,1313.0,71250.0,0,pink
111,18124,9391,8733,106.0,7041.0,0,pink
112,20537,10524,10013,89.0,6234.0,0,pink
113,41219,21227,19992,290.0,10748.0,0,pink
114,258980,130581,128399,1011.0,77175.0,0,pink
115,37288,18938,18350,212.0,11241.0,0,pink
116,10948,5734,5214,59.0,3603.0,0,pink
117,5202,2595,2607,15.0,1217.0,0,pink
118,27887,13990,13897,123.0,7273.0,0,pink
119,10826,5560,5266,69.0,3149.0,0,pink
120,22385,11757,10628,99.0,6426.0,0,pink
121,15061,7647,7414,104.0,5140.0,0,pink
122,25230,12758,12472,153.0,8040.0,0,pink
123,8226,4088,4138,42.0,2680.0,0,pink
124,23892,12448,11444,108.0,6781.0,0,pink
125,20906,10724,10182,85.0,6578.0,0,pink
126,105701,54173,51528,398.0,47118.0,0,pink
127,62472,31711,30761,308.0,18617.0,0,pink
128,49013,25742,23271,250.0,16666.0,0,pink
129,16998,8798,8200,108.0,5758.0,0,pink
130,7432,3814,3618,41.0,2086.0,0,pink
131,11887,6264,5623,46.0,3657.0,0,pink
132,18502,9469,9033,85.0,5636.0,0,pink
133,122416,62505,59911,370.0,42858.0,0,pink
134,17780,9105,8675,89.0,4490.0,0,pink
135,12139,6091,6048,101.0,3140.0,0,pink
136,98296,51114,47182,586.0,26993.0,0,pink
137,18086,9216,8870,68.0,5240.0,0,pink
138,44623,22711,21912,206.0,19692.0,0,pink
139,22018,11524,10494,83.0,5636.0,0,pink
140,33520,16102,17418,168.0,13051.0,0,pink
141,13389,6949,6440,65.0,4668.0,0,pink
142,37264,19172,18092,237.0,12762.0,0,pink
143,13559,6541,7018,82.0,4739.0,0,pink
144,17225,8713,8512,76.0,7265.0,0,pink
145,70424,35518,34906,332.0,22323.0,0,pink
146,26291,13315,12976,108.0,8202.0,0,pink
147,6915,3534,3381,31.0,1510.0,0,pink
148,16669,8399,8270,90.0,6520.0,0,pink
149,9398,4089,5309,71.0,3350.0,0,pink
150,13695,5105,8590,71.0,5509.0,0,pink
151,12417,6327,6090,113.0,3886.0,0,pink
152,21757,11114,10643,99.0,6085.0,0,pink
153,72206,36539,35667,284.0,23930.0,0,pink
154,16076,8038,8038,71.0,4862.0,0,pink
155,16438,8448,7990,95.0,4109.0,0,pink
156,43759,22283,21476,215.0,11618.0,0,pink
157,42831,21955,20876,246.0,16354.0,0,pink
158,7249,3933,3316,43.0,2321.0,0,pink
159,8993,4553,4440,69.0,1789.0,0,pink
160,8440,4015,4425,49.0,2773.0,0,pink
161,7848,3916,3932,56.0,2059.0,0,pink
162,24106,12779,11327,126.0,6769.0,0,pink
163,10322,5138,5184,44.0,3037.0,0,pink
164,19034,10028,9006,109.0,5894.0,0,pink
165,10808,5462,5346,51.0,2988.0,0,pink
166,24054,12320,11734,144.0,10063.0,0,pink
167,20163,10335,9828,164.0,4648.0,0,pink
168,63644,32327,31317,241.0,20941.0,0,pink
169,8244,4124,4120,55.0,2421.0,0,pink
170,393463,204967,188496,1368.0,127532.0,0,pink
171,17603,8819,8784,116.0,6425.0,0,pink
172,118009,59979,58030,414.0,36993.0,0,pink
173,10442,5110,5332,52.0,2863.0,0,pink
174,7923,3942,3981,55.0,2569.0,0,pink
175,127461,65187,62274,608.0,39253.0,0,pink
176,17193,8586,8607,92.0,7121.0,0,pink
177,17043,8708,8335,132.0,5753.0,0,pink
178,26294,11853,14441,110.0,8558.0,0,pink
179,12446,6237,6209,83.0,3704.0,0,pink
180,39732,20400,19332,214.0,11260.0,0,pink
181,16684,8400,8284,66.0,4382.0,0,pink
182,228529,114348,114181,711.0,80619.0,0,pink
183,78804,40053,38751,348.0,27050.0,0,pink
184,6660,3609,3051,35.0,2293.0,0,pink
185,21573,10791,10782,125.0,7597.0,0,pink
186,1643700,836529,807171,2453.0,400735.0,1,purple
187,1146,534,612,0.0,158.0,0,pink
188,37829,17527,20302,104.0,11518.0,0,pink
189,227075,114562,112513,511.0,51809.0,0,pink
190,45235,22801,22434,151.0,9698.0,0,pink
191,21464,10340,11124,27.0,5333.0,0,pink
192,1133247,579546,553701,1626.0,293832.0,1,purple
193,27424,12849,14575,62.0,8500.0,0,pink
194,186661,93621,93040,256.0,39068.0,0,pink
195,978130,490194,487936,3022.0,328884.0,1,purple
196,27897,13726,14171,59.0,7804.0,0,pink
197,135768,68102,67666,176.0,29261.0,0,pink
198,180216,87966,92250,1026.0,89040.0,0,pink
199,18085,9001,9084,66.0,6079.0,0,pink
200,883053,430407,452646,2616.0,308788.0,1,purple
201,150075,67401,82674,520.0,67350.0,0,pink
202,64148,32269,31879,167.0,15002.0,0,pink
203,31185,10514,20671,67.0,11316.0,0,pink
204,10098052,5121264,4976788,35272.0,3691489.0,3,black
205,155013,80330,74683,407.0,55051.0,0,pink
206,260295,133182,127113,343.0,54750.0,0,pink
207,17540,8620,8920,42.0,4534.0,0,pink
208,87422,43983,43439,177.0,21693.0,0,pink
209,269075,133259,135816,916.0,89063.0,0,pink
210,8938,4325,4613,12.0,1352.0,0,pink
211,14174,6833,7341,11.0,3731.0,0,pink
212,433212,212245,220967,815.0,121059.0,1,purple
213,140530,70448,70082,188.0,35890.0,0,pink
214,99092,50203,48889,157.0,22484.0,0,pink
215,3164182,1601753,1562429,8014.0,783685.0,2,dark purple
216,380077,194566,185511,710.0,91103.0,0,pink
217,18699,9276,9423,18.0,4314.0,0,pink
218,2383286,1197098,1186188,6953.0,775517.0,2,dark purple
219,1510023,772281,737742,3781.0,409608.0,1,purple
220,59416,29790,29626,119.0,18790.0,0,pink
221,2135413,1072941,1062472,8456.0,743321.0,2,dark purple
222,3302833,1640902,1661931,5834.0,1062820.0,2,dark purple
223,870044,426074,443970,1193.0,209524.0,1,purple
224,732212,367600,364612,2499.0,230807.0,1,purple
225,281455,138686,142769,584.0,74492.0,0,pink
226,765935,388084,377851,1063.0,194296.0,1,purple
227,443738,221530,222208,798.0,119936.0,1,purple
228,1922200,951731,970469,3272.0,497405.0,2,dark purple
229,273765,138038,135727,327.0,72232.0,0,pink
230,179085,91226,87859,795.0,44970.0,0,pink
231,2930,1388,1542,6.0,390.0,0,pink
232,43540,21834,21706,99.0,9021.0,0,pink
233,438530,220599,217931,538.0,122401.0,1,purple
234,501317,256121,245196,633.0,119280.0,1,purple
235,539301,272457,266844,1957.0,168255.0,1,purple
236,95872,48083,47789,249.0,28367.0,0,pink
237,63373,31869,31504,232.0,17842.0,0,pink
238,12862,6280,6582,24.0,2017.0,0,pink
239,460477,230222,230255,1698.0,168044.0,1,purple
240,53932,25830,28102,220.0,17898.0,0,pink
241,848112,428524,419588,1705.0,238938.0,1,purple
242,214977,110602,104375,484.0,54914.0,0,pink
243,75493,37025,38468,157.0,21980.0,0,pink
244,497115,246411,250704,1465.0,165749.0,1,purple
245,16444,8202,8242,68.0,5917.0,0,pink
246,636671,321999,314672,1367.0,196452.0,1,purple
247,12908,6362,6546,24.0,3533.0,0,pink
248,3563,1808,1755,17.0,1025.0,0,pink
249,5809,2019,3790,50.0,3000.0,0,pink
250,321030,159675,161355,446.0,90872.0,0,pink
251,66120,33331,32789,132.0,18324.0,0,pink
252,19164,8896,10268,56.0,5657.0,0,pink
253,2039,1075,964,12.0,393.0,0,pink
254,9379,4563,4816,13.0,1928.0,0,pink
255,8142,4060,4082,58.0,2297.0,0,pink
256,3687,1746,1941,19.0,960.0,0,pink
257,5630,2104,3526,33.0,3560.0,0,pink
258,4640,2375,2265,23.0,837.0,0,pink
259,30346,15111,15235,160.0,7176.0,0,pink
260,693417,346229,347188,1521.0,224098.0,1,purple
261,1841,852,989,9.0,425.0,0,pink
262,328614,164848,163766,496.0,100813.0,0,pink
263,54357,25553,28804,39.0,18775.0,0,pink
264,688153,340675,347478,1894.0,236429.0,1,purple
265,25162,12441,12721,46.0,5821.0,0,pink
266,47002,19678,27324,209.0,18713.0,0,pink
267,58538,28759,29779,103.0,18007.0,0,pink
268,5924,2755,3169,7.0,1174.0,0,pink
269,15066,6937,8129,30.0,4066.0,0,pink
270,16537,7554,8983,16.0,3975.0,0,pink
271,878,472,406,0.0,160.0,0,pink
272,6583,3278,3305,40.0,1759.0,0,pink
273,1296,665,631,1.0,199.0,0,pink
274,570427,286508,283919,1547.0,160246.0,1,purple
275,1449,699,750,6.0,391.0,0,pink
276,7635,3477,4158,36.0,1881.0,0,pink
277,55101,27311,27790,99.0,15794.0,0,pink
278,7585,3409,4176,2.0,2201.0,0,pink
279,338161,169546,168615,598.0,108359.0,0,pink
280,14179,6727,7452,51.0,4391.0,0,pink
281,5548,2077,3471,11.0,2385.0,0,pink
282,21689,9981,11708,119.0,8644.0,0,pink
283,149998,75971,74027,637.0,51670.0,0,pink
284,823,421,402,4.0,303.0,0,pink
285,13060,6362,6698,59.0,3727.0,0,pink
286,25909,13149,12760,90.0,7641.0,0,pink
287,41268,20894,20374,184.0,11172.0,0,pink
288,28257,14145,14112,147.0,6942.0,0,pink
289,18325,9453,8872,137.0,5306.0,0,pink
290,4722,2410,2312,6.0,1115.0,0,pink
291,17392,8220,9172,25.0,3522.0,0,pink
292,4318,2023,2295,21.0,1114.0,0,pink
293,17909,8501,9408,9.0,8089.0,0,pink
294,12052,6017,6035,52.0,3220.0,0,pink
295,164685,83723,80962,878.0,61757.0,0,pink
296,6465,3174,3291,15.0,2230.0,0,pink
297,11351,5655,5696,47.0,3620.0,0,pink
298,24874,11959,12915,34.0,7856.0,0,pink
299,6468,3286,3182,12.0,1518.0,0,pink
300,544,261,283,0.0,317.0,0,pink
301,7968,3753,4215,8.0,2721.0,0,pink
302,2350,1188,1162,13.0,581.0,0,pink
303,30429,13745,16684,15.0,12068.0,0,pink
304,24113,11956,12157,67.0,5908.0,0,pink
305,4840,2330,2510,34.0,1258.0,0,pink
306,295123,146496,148627,777.0,105756.0,0,pink
307,10069,5050,5019,27.0,2331.0,0,pink
308,944348,484385,459963,3019.0,263806.0,1,purple
309,894730,460080,434650,3502.0,236395.0,1,purple
310,183031,92584,90447,549.0,41682.0,0,pink
311,163368,83692,79676,560.0,38751.0,0,pink
312,859339,445028,414311,3171.0,257123.0,1,purple
313,268881,134178,134703,783.0,73792.0,0,pink
314,151269,75448,75821,323.0,27848.0,0,pink
315,116538,58978,57560,364.0,31333.0,0,pink
316,174822,90551,84271,732.0,64567.0,0,pink
317,555133,286263,268870,1605.0,187783.0,1,purple
318,219540,113111,106429,995.0,78683.0,0,pink
319,263148,135850,127298,862.0,89102.0,0,pink
320,27785,13032,14753,165.0,10675.0,0,pink
321,182482,91714,90768,895.0,55929.0,0,pink
322,26979,12138,14841,180.0,9163.0,0,pink
323,576808,294785,282023,2534.0,174083.0,1,purple
324,1909151,979439,929712,6811.0,769484.0,2,dark purple
325,14444,6396,8048,121.0,4952.0,0,pink
326,176954,90676,86278,1060.0,48350.0,0,pink
327,143087,73711,69376,1182.0,38782.0,0,pink
328,207291,105066,102225,1028.0,66759.0,0,pink
329,363922,184586,179336,1167.0,105789.0,0,pink
330,69105,33422,35683,511.0,25556.0,0,pink
331,36399,15742,20657,192.0,11231.0,0,pink
332,16437,7219,9218,102.0,4913.0,0,pink
333,924229,476066,448163,4000.0,316891.0,1,purple
334,311522,157002,154520,1473.0,97483.0,0,pink
335,107139,55952,51187,477.0,28830.0,0,pink
336,11736,5022,6714,59.0,3571.0,0,pink
337,46017,24232,21785,266.0,17603.0,0,pink
338,17615,8366,9249,120.0,5653.0,0,pink
339,13363,6060,7303,39.0,2307.0,0,pink
340,16055,6469,9586,92.0,5021.0,0,pink
341,14269,5988,8281,67.0,4556.0,0,pink
342,27228,12523,14705,146.0,10290.0,0,pink
343,40127,18690,21437,183.0,13710.0,0,pink
344,182696,94949,87747,1369.0,53525.0,0,pink
345,102101,52374,49727,843.0,30600.0,0,pink
346,1378883,705597,673286,4643.0,476250.0,1,purple
347,19430,8946,10484,117.0,6357.0,0,pink
348,150984,78694,72290,785.0,42381.0,0,pink
349,48472,21688,26784,307.0,18184.0,0,pink
350,14105,6598,7507,71.0,5010.0,0,pink
351,8744,3678,5066,77.0,3152.0,0,pink
352,335362,172960,162402,1901.0,108629.0,0,pink
353,718679,366761,351918,2615.0,241240.0,1,purple
354,288102,151208,136894,816.0,113343.0,0,pink
355,39961,20597,19364,232.0,12688.0,0,pink
356,8365,3255,5110,33.0,3016.0,0,pink
357,18474,8645,9829,130.0,7019.0,0,pink
358,373853,193258,180595,1765.0,122725.0,0,pink
359,348371,181160,167211,2533.0,104875.0,0,pink
360,157581,79579,78002,774.0,41186.0,0,pink
361,2715516,1396889,1318627,12470.0,1538402.0,2,dark purple
362,76325,36503,39822,139.0,22784.0,0,pink
363,80578,40622,39956,364.0,27518.0,0,pink
364,200737,98992,101745,761.0,61768.0,0,pink
365,40572,18706,21866,219.0,12438.0,0,pink
366,1321194,672748,648446,3435.0,474938.0,1,purple
367,338619,171799,166820,1333.0,143583.0,0,pink
368,1446277,745070,701207,6017.0,504750.0,1,purple
369,510593,262021,248572,2306.0,158519.0,1,purple
370,957875,498109,459766,4109.0,274850.0,1,purple
371,668671,340965,327706,3543.0,258115.0,1,purple
372,72766,36925,35841,486.0,21110.0,0,pink
373,170442,83267,87175,697.0,58939.0,0,pink
374,412144,215711,196433,2106.0,121247.0,1,purple
375,455086,235151,219935,1318.0,131252.0,1,purple
376,235503,120843,114660,736.0,78437.0,0,pink
377,305591,156206,149385,1458.0,95318.0,0,pink
378,120999,60274,60725,744.0,29971.0,0,pink
379,43924,21694,22230,395.0,15885.0,0,pink
380,22098,9684,12414,123.0,8064.0,0,pink
381,15239,5320,9919,135.0,5167.0,0,pink
382,527634,270359,257275,2446.0,150269.0,1,purple
383,31877,14387,17490,147.0,12105.0,0,pink
384,65858,32541,33317,239.0,20484.0,0,pink
385,24566,11335,13231,128.0,7692.0,0,pink
386,18454,9101,9353,140.0,5445.0,0,pink
387,8265,4057,4208,59.0,2519.0,0,pink
388,11228,5664,5564,89.0,4344.0,0,pink
389,3189,1668,1521,19.0,693.0,0,pink
390,45286,22527,22759,269.0,11198.0,0,pink
391,18510,9229,9281,109.0,4606.0,0,pink
392,76887,39116,37771,302.0,26071.0,0,pink
393,103620,52288,51332,495.0,35317.0,0,pink
394,17154,9107,8047,128.0,4999.0,0,pink
395,19025,9726,9299,98.0,5877.0,0,pink
396,153490,81425,72065,853.0,45377.0,0,pink
397,12775,6838,5937,117.0,3979.0,0,pink
398,18561,9458,9103,119.0,4777.0,0,pink
399,15622,8014,7608,105.0,4076.0,0,pink
400,35885,18099,17786,120.0,11227.0,0,pink
401,74782,38005,36777,287.0,18185.0,0,pink
402,22550,11853,10697,129.0,6316.0,0,pink
403,23750,11089,12661,184.0,7713.0,0,pink
404,6428,2553,3875,34.0,1767.0,0,pink
405,52714,25695,27019,143.0,13655.0,0,pink
406,10827,5464,5363,114.0,2627.0,0,pink
407,116022,59574,56448,508.0,28358.0,0,pink
408,66299,34308,31991,208.0,16981.0,0,pink
409,12983,5461,7522,66.0,3540.0,0,pink
410,287049,148646,138403,1042.0,79505.0,0,pink
411,10767,3595,7172,29.0,7916.0,0,pink
412,24817,11952,12865,153.0,7575.0,0,pink
413,241910,122640,119270,723.0,75732.0,0,pink
414,124602,65354,59248,272.0,35250.0,0,pink
415,3001,1528,1473,9.0,644.0,0,pink
416,278666,147918,130748,1104.0,77839.0,0,pink
417,6743,3316,3427,46.0,2493.0,0,pink
418,745057,384787,360270,2103.0,216177.0,1,purple
419,42961,20873,22088,318.0,12393.0,0,pink
420,45606,23052,22554,281.0,13129.0,0,pink
421,147295,75325,71970,446.0,43187.0,0,pink
422,17184,8836,8348,89.0,5702.0,0,pink
423,140516,72086,68430,528.0,41142.0,0,pink
424,12344,6045,6299,65.0,2277.0,0,pink
425,22846,11997,10849,146.0,5589.0,0,pink
426,16227,8295,7932,46.0,3940.0,0,pink
427,23861,12087,11774,115.0,8348.0,0,pink
428,743187,391316,351871,1985.0,191797.0,1,purple
429,26833,13926,12907,147.0,9483.0,0,pink
430,20919,9947,10972,180.0,6000.0,0,pink
431,13905,6376,7529,85.0,2869.0,0,pink
432,91049,48905,42144,576.0,24387.0,0,pink
433,141840,74114,67726,477.0,43384.0,0,pink
434,10348,5557,4791,72.0,3187.0,0,pink
435,3994,2021,1973,12.0,1082.0,0,pink
436,58689,29474,29215,221.0,16436.0,0,pink
437,19212,10024,9188,125.0,5362.0,0,pink
438,22499,11394,11105,179.0,6813.0,0,pink
439,10727,5424,5303,73.0,2903.0,0,pink
440,24925,12839,12086,188.0,5788.0,0,pink
441,111369,57314,54055,392.0,29545.0,0,pink
442,96824,50014,46810,579.0,32038.0,0,pink
443,219880,110622,109258,475.0,66886.0,0,pink
444,22514,11661,10853,122.0,6182.0,0,pink
445,1021902,526815,495087,2680.0,275695.0,1,purple
446,29922,14843,15079,207.0,8254.0,0,pink
447,3009,1571,1438,32.0,737.0,0,pink
448,83974,44555,39419,448.0,27348.0,0,pink
449,56790,28789,28001,313.0,19731.0,0,pink
450,24926,12750,12176,121.0,6879.0,0,pink
451,16976,8677,8299,96.0,4768.0,0,pink
452,902298,461247,441051,2122.0,256861.0,1,purple
453,44289,23327,20962,313.0,11525.0,0,pink
454,195961,98443,97518,944.0,63487.0,0,pink
455,8535,3342,5193,93.0,1970.0,0,pink
456,28956,14915,14041,188.0,6282.0,0,pink
457,33590,16758,16832,127.0,7109.0,0,pink
458,25631,13073,12558,114.0,5619.0,0,pink
459,11677,5930,5747,62.0,2584.0,0,pink
460,221307,115548,105759,766.0,71819.0,0,pink
461,151682,77926,73756,550.0,49428.0,0,pink
462,9268,4510,4758,60.0,2231.0,0,pink
463,65755,33310,32445,332.0,24979.0,0,pink
464,13784,7102,6682,85.0,3803.0,0,pink
465,14991,7583,7408,83.0,4442.0,0,pink
466,15772,8167,7605,125.0,4242.0,0,pink
467,8827,4772,4055,71.0,1780.0,0,pink
468,9730,4412,5318,86.0,2685.0,0,pink
469,28548,14674,13874,129.0,6060.0,0,pink
470,18513,9554,8959,135.0,5843.0,0,pink
471,10366,5183,5183,34.0,2713.0,0,pink
472,47418,24921,22497,335.0,16433.0,0,pink
473,29348,14674,14674,123.0,8748.0,0,pink
474,62108,30558,31550,170.0,15743.0,0,pink
475,7799,4116,3683,42.0,1843.0,0,pink
476,18156,9284,8872,37.0,3578.0,0,pink
477,114582,58623,55959,444.0,36920.0,0,pink
478,31951,16400,15551,143.0,8930.0,0,pink
479,13480,6138,7342,56.0,2772.0,0,pink
480,28900,14392,14508,129.0,8039.0,0,pink
481,8484,4281,4203,60.0,1884.0,0,pink
482,21498,11499,9999,118.0,6162.0,0,pink
483,14120,7084,7036,42.0,2859.0,0,pink
484,21113,10892,10221,161.0,5567.0,0,pink
485,5836,3004,2832,34.0,2068.0,0,pink
486,22432,10749,11683,136.0,6303.0,0,pink
487,27010,13410,13600,192.0,7088.0,0,pink
488,9036,4403,4633,65.0,2382.0,0,pink
489,18235,9452,8783,75.0,5558.0,0,pink
490,39557,20035,19522,212.0,13522.0,0,pink
491,196670,100391,96279,929.0,45739.0,0,pink
492,106497,55899,50598,506.0,30688.0,0,pink
493,37017,18853,18164,129.0,10562.0,0,pink
494,14784,7388,7396,66.0,3768.0,0,pink
495,155840,79645,76195,486.0,46572.0,0,pink
496,26966,14014,12952,169.0,7958.0,0,pink
497,30832,15599,15233,203.0,10099.0,0,pink
498,19164,9525,9639,157.0,6610.0,0,pink
499,18082,9206,8876,113.0,6482.0,0,pink
500,41621,21206,20415,219.0,13735.0,0,pink
501,11295,6220,5075,86.0,2721.0,0,pink
502,21503,11101,10402,120.0,5291.0,0,pink
503,2276,1195,1081,5.0,574.0,0,pink
504,16457,8350,8107,110.0,4111.0,0,pink
505,7087,3594,3493,56.0,1839.0,0,pink
506,201463,104191,97272,992.0,60491.0,0,pink
507,89011,47067,41944,360.0,23696.0,0,pink
508,5211,2665,2546,13.0,1435.0,0,pink
509,13990,7186,6804,77.0,3192.0,0,pink
510,8437,4410,4027,41.0,2539.0,0,pink
511,64719,33324,31395,455.0,19273.0,0,pink
512,25676,13911,11765,191.0,7287.0,0,pink
513,6042,2148,3894,36.0,3302.0,0,pink
514,30352,15993,14359,192.0,8735.0,0,pink
515,6378,3346,3032,39.0,1393.0,0,pink
516,1665,818,847,4.0,355.0,0,pink
517,25353,10465,14888,150.0,5880.0,0,pink
518,8193,4247,3946,58.0,2446.0,0,pink
519,16115,6769,9346,94.0,3559.0,0,pink
520,8859,4631,4228,74.0,2565.0,0,pink
521,44730,23511,21219,240.0,13800.0,0,pink
522,40510,21001,19509,242.0,13825.0,0,pink
523,27048,14557,12491,229.0,8093.0,0,pink
524,11417,6083,5334,129.0,3095.0,0,pink
525,6777,3204,3573,73.0,1913.0,0,pink
526,69774,36387,33387,432.0,18736.0,0,pink
527,7962,4119,3843,67.0,3190.0,0,pink
528,8284,4216,4068,77.0,1894.0,0,pink
529,22775,11727,11048,235.0,7641.0,0,pink
530,26216,13713,12503,262.0,9640.0,0,pink
531,68824,34742,34082,303.0,19934.0,0,pink
532,90132,46357,43775,488.0,26613.0,0,pink
533,35599,17846,17753,319.0,11509.0,0,pink
534,5346,2871,2475,36.0,1306.0,0,pink
535,20461,10100,10361,150.0,5163.0,0,pink
536,29767,14716,15051,233.0,8926.0,0,pink
537,2613,1359,1254,11.0,553.0,0,pink
538,7939,2932,5007,45.0,1625.0,0,pink
539,28928,14800,14128,192.0,8302.0,0,pink
540,103849,52324,51525,504.0,39195.0,0,pink
541,8846,3604,5242,77.0,2435.0,0,pink
542,9884,5114,4770,58.0,2632.0,0,pink
543,9078,4729,4349,71.0,2723.0,0,pink
544,20656,10616,10040,136.0,5565.0,0,pink
545,197658,99382,98276,234.0,42407.0,0,pink
546,987638,489992,497646,1344.0,263170.0,1,purple
547,75,37,38,0.0,3.0,0,pink
548,71377,36002,35375,49.0,19078.0,0,pink
549,165281,82844,82437,186.0,45363.0,0,pink
550,446052,222685,223367,1145.0,160479.0,1,purple
551,4019,1926,2093,18.0,831.0,0,pink
552,85065,42765,42300,277.0,24505.0,0,pink
553,5962,3064,2898,19.0,1146.0,0,pink
554,9086,4479,4607,45.0,2784.0,0,pink
555,45551,22805,22746,177.0,11180.0,0,pink
